S.No.,Question,Difficulty,Answers
5195,What is 3 * 13?,Hard,39
5196,What is 6 * 41?,Easy,246
5197,What is 19 + 1?,Hard,20
5198,What is the square root of 83?,Easy,Not a perfect square
5199,What is 83 + 44?,Medium,127
5200,What is the square root of 96?,Easy,Not a perfect square
5201,What is 76 squared?,Easy,5776
5202,What is 20 squared?,Hard,400
5203,What is 42 + 69?,Hard,111
5204,What is the square root of 61?,Medium,Not a perfect square
5205,What is 75 - 59?,Easy,16
5206,What is 45 + 57?,Hard,102
5207,What is 19 * 27?,Hard,513
5208,What is 20 * 12?,Easy,240
5209,What is 51 squared?,Easy,2601
5210,What is 28 * 32?,Medium,896
5211,What is 45 * 40?,Medium,1800
5212,What is 45 + 61?,Hard,106
5213,What is 51 - 74?,Hard,-23
5214,What is the square root of 18?,Medium,Not a perfect square
5215,What is 63 * 34?,Hard,2142
5216,What is 99 - 59?,Medium,40
5217,What is 78 - 13?,Medium,65
5218,What is 44 - 5?,Medium,39
5219,What is 91 - 21?,Hard,70
5220,What is 46 squared?,Medium,2116
5221,What is 18 squared?,Medium,324
5222,What is 30 squared?,Easy,900
5223,What is the square root of 89?,Easy,Not a perfect square
5224,What is 75 - 32?,Medium,43
5225,What is 11 squared?,Easy,121
5226,What is 10 - 99?,Easy,-89
5227,What is 89 - 31?,Easy,58
5228,What is the square root of 14?,Hard,Not a perfect square
5229,What is 69 * 81?,Medium,5589
5230,What is the square root of 6?,Hard,Not a perfect square
5231,What is 57 squared?,Easy,3249
5232,What is 65 * 14?,Easy,910
5233,What is the square root of 43?,Medium,Not a perfect square
5234,What is 5 * 91?,Easy,455
5235,What is 32 - 45?,Easy,-13
5236,What is 77 - 16?,Easy,61
5237,What is 52 squared?,Easy,2704
5238,What is 1 + 16?,Easy,17
5239,What is 95 * 7?,Easy,665
5240,What is 91 * 33?,Hard,3003
5241,What is 20 + 36?,Medium,56
5242,What is the square root of 7?,Easy,Not a perfect square
5243,What is 36 - 2?,Medium,34
5244,What is 12 + 36?,Medium,48
5245,What is 72 + 21?,Medium,93
5246,What is the square root of 84?,Easy,Not a perfect square
5247,What is 13 * 97?,Hard,1261
5248,What is 73 - 36?,Hard,37
5249,What is 82 * 81?,Hard,6642
5250,What is 98 + 4?,Medium,102
5251,What is the square root of 82?,Medium,Not a perfect square
5252,What is 65 + 29?,Hard,94
5253,What is 77 - 42?,Easy,35
5254,What is the square root of 21?,Medium,Not a perfect square
5255,What is 74 - 97?,Medium,-23
5256,What is 91 + 62?,Hard,153
5257,What is 58 * 46?,Easy,2668
5258,What is 80 squared?,Medium,6400
5259,What is 13 + 61?,Medium,74
5260,What is 87 squared?,Hard,7569
5261,What is the square root of 93?,Easy,Not a perfect square
5262,What is the square root of 79?,Easy,Not a perfect square
5263,What is 69 - 61?,Hard,8
5264,What is 73 - 28?,Medium,45
5265,What is 29 + 10?,Easy,39
5266,What is 36 + 77?,Medium,113
5267,What is the square root of 86?,Easy,Not a perfect square
5268,What is 45 + 47?,Easy,92
5269,What is 45 - 95?,Easy,-50
5270,What is 38 + 30?,Medium,68
5271,What is 58 + 86?,Hard,144
5272,What is 70 * 92?,Medium,6440
5273,What is 72 squared?,Easy,5184
5274,What is 49 + 7?,Medium,56
5275,What is 29 squared?,Easy,841
5276,What is 85 - 70?,Hard,15
5277,What is 33 squared?,Hard,1089
5278,What is 71 - 29?,Hard,42
5279,What is 8 - 78?,Easy,-70
5280,What is 50 squared?,Hard,2500
5281,What is 79 - 61?,Medium,18
5282,What is the square root of 64?,Easy,8
5283,What is 62 * 81?,Easy,5022
5284,What is 68 * 64?,Medium,4352
5285,What is 21 squared?,Medium,441
5286,What is 33 * 19?,Hard,627
5287,What is the square root of 16?,Easy,4
5288,What is 39 * 83?,Easy,3237
5289,What is 37 - 86?,Medium,-49
5290,What is the square root of 34?,Hard,Not a perfect square
5291,What is 40 + 21?,Easy,61
5292,What is 34 squared?,Medium,1156
5293,What is 66 - 83?,Easy,-17
5294,What is 44 - 18?,Medium,26
5295,What is the square root of 96?,Hard,Not a perfect square
5296,What is the square root of 24?,Easy,Not a perfect square
5297,What is 10 squared?,Medium,100
5298,What is 68 + 14?,Medium,82
5299,What is 51 squared?,Easy,2601
5300,What is the square root of 52?,Medium,Not a perfect square
5301,What is 8 squared?,Easy,64
5302,What is 99 + 47?,Medium,146
5303,What is 94 squared?,Easy,8836
5304,What is 60 * 80?,Easy,4800
5305,What is the square root of 96?,Medium,Not a perfect square
5306,What is 1 squared?,Easy,1
5307,What is 34 - 71?,Hard,-37
5308,What is 58 + 84?,Easy,142
5309,What is 11 * 81?,Easy,891
5310,What is 13 * 5?,Hard,65
5311,What is 50 - 29?,Medium,21
5312,What is 91 + 17?,Medium,108
5313,What is 48 + 37?,Medium,85
5314,What is 93 squared?,Hard,8649
5315,What is 12 - 93?,Medium,-81
5316,What is 50 - 47?,Hard,3
5317,What is 30 - 19?,Easy,11
5318,What is 26 - 90?,Hard,-64
5319,What is 74 + 90?,Medium,164
5320,What is 33 * 12?,Hard,396
5321,What is 80 + 38?,Easy,118
5322,What is 55 - 27?,Easy,28
5323,What is the square root of 2?,Hard,Not a perfect square
5324,What is the square root of 51?,Easy,Not a perfect square
5325,What is 77 + 11?,Medium,88
5326,What is 81 - 17?,Easy,64
5327,What is 29 * 70?,Hard,2030
5328,What is 46 + 88?,Easy,134
5329,What is 14 + 20?,Medium,34
5330,What is 77 squared?,Medium,5929
5331,What is 79 squared?,Easy,6241
5332,What is 96 + 12?,Hard,108
5333,What is 29 * 76?,Easy,2204
5334,What is 75 squared?,Medium,5625
5335,What is 89 + 12?,Medium,101
5336,What is 11 * 42?,Easy,462
5337,What is 2 * 26?,Easy,52
5338,What is 81 squared?,Medium,6561
5339,What is 76 squared?,Easy,5776
5340,What is 90 * 99?,Hard,8910
5341,What is 53 + 83?,Medium,136
5342,What is 49 - 81?,Medium,-32
5343,What is 19 - 97?,Medium,-78
5344,What is the square root of 4?,Medium,2
5345,What is 38 - 2?,Hard,36
5346,What is the square root of 14?,Easy,Not a perfect square
5347,What is 20 + 21?,Medium,41
5348,What is the square root of 48?,Medium,Not a perfect square
5349,What is 7 * 2?,Easy,14
5350,What is 65 + 79?,Medium,144
5351,What is 43 - 38?,Medium,5
5352,What is 63 + 7?,Hard,70
5353,What is 65 * 68?,Easy,4420
5354,What is 39 squared?,Hard,1521
5355,What is 29 squared?,Medium,841
5356,What is 22 * 12?,Hard,264
5357,What is 98 squared?,Easy,9604
5358,What is 66 + 21?,Hard,87
5359,What is 52 * 16?,Easy,832
5360,What is 89 - 89?,Hard,0
5361,What is 25 squared?,Easy,625
5362,What is the square root of 98?,Hard,Not a perfect square
5363,What is 95 + 47?,Easy,142
5364,What is 20 - 32?,Medium,-12
5365,What is 1 squared?,Hard,1
5366,What is the square root of 14?,Easy,Not a perfect square
5367,What is 82 - 1?,Easy,81
5368,What is 64 - 61?,Easy,3
5369,What is 57 * 5?,Medium,285
5370,What is 67 * 47?,Hard,3149
5371,What is 11 squared?,Medium,121
5372,What is the square root of 96?,Easy,Not a perfect square
5373,What is 10 * 29?,Easy,290
5374,What is 2 squared?,Easy,4
5375,What is 86 - 50?,Easy,36
5376,What is 71 squared?,Hard,5041
5377,What is 58 squared?,Medium,3364
5378,What is the square root of 51?,Hard,Not a perfect square
5379,What is 10 + 5?,Easy,15
5380,What is 1 * 96?,Medium,96
5381,What is 14 squared?,Medium,196
5382,What is 2 - 1?,Easy,1
5383,What is 17 + 91?,Hard,108
5384,What is 79 - 9?,Hard,70
5385,What is 60 * 71?,Medium,4260
5386,What is 19 - 44?,Easy,-25
5387,What is the square root of 10?,Hard,Not a perfect square
5388,What is the square root of 69?,Easy,Not a perfect square
5389,What is 48 squared?,Medium,2304
5390,What is 40 - 75?,Easy,-35
5391,What is 41 squared?,Medium,1681
5392,What is 65 - 67?,Medium,-2
5393,What is the square root of 56?,Hard,Not a perfect square
5394,What is 4 - 22?,Easy,-18
5395,What is 26 squared?,Easy,676
5396,What is the square root of 64?,Medium,8
5397,What is 73 - 8?,Easy,65
5398,What is the square root of 27?,Medium,Not a perfect square
5399,What is 95 - 78?,Hard,17
5400,What is the square root of 3?,Hard,Not a perfect square
5401,What is 39 * 90?,Medium,3510
5402,What is 46 squared?,Easy,2116
5403,What is the square root of 47?,Easy,Not a perfect square
5404,What is 71 + 41?,Hard,112
5405,What is 75 * 68?,Easy,5100
5406,What is the square root of 92?,Hard,Not a perfect square
5407,What is 81 - 67?,Easy,14
5408,What is the square root of 60?,Medium,Not a perfect square
5409,What is 74 squared?,Medium,5476
5410,What is 84 * 93?,Medium,7812
5411,What is 73 - 5?,Hard,68
5412,What is 5 * 91?,Easy,455
5413,What is the square root of 30?,Medium,Not a perfect square
5414,What is 59 squared?,Easy,3481
5415,What is 81 - 32?,Hard,49
5416,What is 77 * 25?,Medium,1925
5417,What is 96 * 81?,Easy,7776
5418,What is 46 * 73?,Medium,3358
5419,What is the square root of 75?,Hard,Not a perfect square
5420,What is 44 squared?,Hard,1936
5421,What is 85 * 30?,Hard,2550
5422,What is 91 squared?,Medium,8281
5423,What is the square root of 77?,Medium,Not a perfect square
5424,What is 32 squared?,Easy,1024
5425,What is 39 + 47?,Medium,86
5426,What is 100 - 9?,Medium,91
5427,What is the square root of 52?,Easy,Not a perfect square
5428,What is 26 * 87?,Hard,2262
5429,What is 78 - 58?,Hard,20
5430,What is the square root of 6?,Medium,Not a perfect square
5431,What is 58 - 52?,Easy,6
5432,What is 95 * 46?,Easy,4370
5433,What is 53 * 54?,Medium,2862
5434,What is the square root of 49?,Medium,7
5435,What is 61 * 98?,Medium,5978
5436,What is 68 + 81?,Hard,149
5437,What is the square root of 74?,Easy,Not a perfect square
5438,What is 36 * 83?,Medium,2988
5439,What is 70 * 88?,Medium,6160
5440,What is 83 + 81?,Easy,164
5441,What is 15 + 1?,Hard,16
5442,What is 27 + 38?,Medium,65
5443,What is 52 - 27?,Medium,25
5444,What is 72 + 56?,Medium,128
5445,What is 15 squared?,Easy,225
5446,What is 76 * 99?,Medium,7524
5447,What is the square root of 47?,Easy,Not a perfect square
5448,What is 81 * 17?,Medium,1377
5449,What is 78 squared?,Easy,6084
5450,What is 13 + 90?,Hard,103
5451,What is the square root of 46?,Easy,Not a perfect square
5452,What is the square root of 17?,Medium,Not a perfect square
5453,What is 59 - 42?,Medium,17
5454,What is 57 + 37?,Hard,94
5455,What is 84 squared?,Easy,7056
5456,What is 95 + 51?,Easy,146
5457,What is 98 squared?,Medium,9604
5458,What is 95 squared?,Medium,9025
5459,What is the square root of 28?,Easy,Not a perfect square
5460,What is 31 + 63?,Medium,94
5461,What is 36 + 87?,Easy,123
5462,What is 57 - 68?,Hard,-11
5463,What is 68 + 81?,Easy,149
5464,What is the square root of 13?,Easy,Not a perfect square
5465,What is 77 * 89?,Easy,6853
5466,What is the square root of 43?,Hard,Not a perfect square
5467,What is the square root of 46?,Hard,Not a perfect square
5468,What is the square root of 73?,Medium,Not a perfect square
5469,What is 80 * 8?,Hard,640
5470,What is 8 squared?,Easy,64
5471,What is 4 + 44?,Hard,48
5472,What is 43 + 7?,Medium,50
5473,What is the square root of 99?,Medium,Not a perfect square
5474,What is the square root of 76?,Medium,Not a perfect square
5475,What is 76 * 36?,Easy,2736
5476,What is 70 * 73?,Easy,5110
5477,What is the square root of 2?,Easy,Not a perfect square
5478,What is 40 * 73?,Hard,2920
5479,What is 1 - 68?,Medium,-67
5480,What is 95 + 82?,Medium,177
5481,What is 20 + 51?,Hard,71
5482,What is 90 + 72?,Hard,162
5483,What is 85 + 97?,Hard,182
5484,What is 1 + 44?,Hard,45
5485,What is the square root of 57?,Medium,Not a perfect square
5486,What is 40 squared?,Easy,1600
5487,What is the square root of 35?,Hard,Not a perfect square
5488,What is 49 - 60?,Hard,-11
5489,What is 88 * 12?,Easy,1056
5490,What is 12 * 2?,Hard,24
5491,What is 67 * 52?,Hard,3484
5492,What is 94 * 35?,Hard,3290
5493,What is the square root of 82?,Hard,Not a perfect square
5494,What is 95 * 99?,Medium,9405
5495,What is 87 * 83?,Easy,7221
5496,What is 27 * 14?,Easy,378
5497,What is 67 * 97?,Medium,6499
5498,What is 45 - 87?,Hard,-42
5499,What is 80 squared?,Medium,6400
5500,What is 22 squared?,Medium,484
5501,What is 94 - 66?,Easy,28
5502,What is 87 * 95?,Hard,8265
5503,What is 11 * 75?,Easy,825
5504,What is 13 + 82?,Hard,95
5505,What is 96 - 86?,Hard,10
5506,What is 61 + 56?,Medium,117
5507,What is 15 - 96?,Easy,-81
5508,What is 11 - 62?,Hard,-51
5509,What is 82 squared?,Hard,6724
5510,What is 38 + 21?,Hard,59
5511,What is 59 - 20?,Hard,39
5512,What is the square root of 88?,Hard,Not a perfect square
5513,What is 53 - 15?,Medium,38
5514,What is the square root of 99?,Hard,Not a perfect square
5515,What is 23 + 56?,Hard,79
5516,What is 70 + 73?,Medium,143
5517,What is 51 - 15?,Hard,36
5518,What is the square root of 23?,Medium,Not a perfect square
5519,What is 24 * 78?,Medium,1872
5520,What is 80 squared?,Easy,6400
5521,What is 70 - 28?,Hard,42
5522,What is 92 * 87?,Easy,8004
5523,What is 44 squared?,Easy,1936
5524,What is 54 + 66?,Easy,120
5525,What is 67 + 6?,Medium,73
5526,What is 89 + 37?,Hard,126
5527,What is 3 squared?,Easy,9
5528,What is 58 squared?,Hard,3364
5529,What is 9 - 49?,Medium,-40
5530,What is 29 + 61?,Hard,90
5531,What is 6 squared?,Medium,36
5532,What is the square root of 13?,Hard,Not a perfect square
5533,What is the square root of 70?,Hard,Not a perfect square
5534,What is 12 squared?,Medium,144
5535,What is 86 + 42?,Easy,128
5536,What is 16 + 50?,Easy,66
5537,What is 93 - 50?,Hard,43
5538,What is the square root of 79?,Medium,Not a perfect square
5539,What is 67 * 36?,Hard,2412
5540,What is 16 + 60?,Easy,76
5541,What is 48 + 92?,Hard,140
5542,What is the square root of 84?,Easy,Not a perfect square
5543,What is 95 - 73?,Medium,22
5544,What is 24 * 80?,Hard,1920
5545,What is 76 - 91?,Hard,-15
5546,What is 5 * 31?,Hard,155
5547,What is 31 - 45?,Easy,-14
5548,What is 95 squared?,Medium,9025
5549,What is 65 + 52?,Medium,117
5550,What is 18 squared?,Easy,324
5551,What is 36 - 69?,Easy,-33
5552,What is 81 + 62?,Hard,143
5553,What is 60 + 21?,Hard,81
5554,What is the square root of 16?,Easy,4
5555,What is 52 - 47?,Easy,5
5556,What is 51 - 73?,Medium,-22
5557,What is 5 + 35?,Medium,40
5558,What is 5 + 31?,Medium,36
5559,What is 61 + 68?,Hard,129
5560,What is 6 + 5?,Medium,11
5561,What is 7 - 13?,Medium,-6
5562,What is the square root of 70?,Medium,Not a perfect square
5563,What is 69 - 97?,Easy,-28
5564,What is 94 - 80?,Hard,14
5565,What is 28 squared?,Easy,784
5566,What is 19 - 64?,Medium,-45
5567,What is 9 + 63?,Hard,72
5568,What is 90 squared?,Hard,8100
5569,What is 38 - 64?,Hard,-26
5570,What is the square root of 83?,Medium,Not a perfect square
5571,What is 53 + 63?,Easy,116
5572,What is 27 * 61?,Medium,1647
5573,What is 26 * 84?,Hard,2184
5574,What is 7 * 29?,Medium,203
5575,What is 21 + 90?,Hard,111
5576,What is 60 squared?,Hard,3600
5577,What is 52 - 64?,Easy,-12
5578,What is 85 * 10?,Hard,850
5579,What is 49 * 96?,Hard,4704
5580,What is 82 * 53?,Hard,4346
5581,What is 75 * 12?,Easy,900
5582,What is 19 squared?,Hard,361
5583,What is 84 + 52?,Easy,136
5584,What is the square root of 100?,Medium,10
5585,What is 47 - 33?,Hard,14
5586,What is 47 * 5?,Medium,235
5587,What is 40 + 96?,Medium,136
5588,What is 29 * 37?,Easy,1073
5589,What is 13 + 54?,Easy,67
5590,What is 52 squared?,Medium,2704
5591,What is 24 squared?,Hard,576
5592,What is 80 + 72?,Medium,152
5593,What is 71 squared?,Medium,5041
5594,What is 49 squared?,Hard,2401
5595,What is 55 squared?,Hard,3025
5596,What is 45 * 73?,Easy,3285
5597,What is 56 squared?,Easy,3136
5598,What is 21 squared?,Easy,441
5599,What is 58 squared?,Hard,3364
5600,What is 11 + 55?,Easy,66
5601,What is 56 squared?,Easy,3136
5602,What is 39 squared?,Hard,1521
5603,What is 87 * 49?,Hard,4263
5604,What is the square root of 83?,Medium,Not a perfect square
5605,What is 26 * 74?,Medium,1924
5606,What is the square root of 41?,Medium,Not a perfect square
5607,What is 94 * 85?,Easy,7990
5608,What is 7 + 26?,Hard,33
5609,What is the square root of 72?,Easy,Not a perfect square
5610,What is 81 - 66?,Hard,15
5611,What is 88 + 50?,Medium,138
5612,What is the square root of 44?,Medium,Not a perfect square
5613,What is 66 - 20?,Easy,46
5614,What is the square root of 15?,Easy,Not a perfect square
5615,What is 49 * 75?,Hard,3675
5616,What is 58 * 74?,Medium,4292
5617,What is 20 * 73?,Hard,1460
5618,What is 18 * 43?,Easy,774
5619,What is 83 + 37?,Hard,120
5620,What is 57 + 85?,Hard,142
5621,What is 80 + 54?,Hard,134
5622,What is the square root of 54?,Hard,Not a perfect square
5623,What is 79 * 34?,Easy,2686
5624,What is 94 - 86?,Hard,8
5625,What is 12 squared?,Easy,144
5626,What is 2 squared?,Hard,4
5627,What is 65 + 10?,Easy,75
5628,What is 56 + 17?,Easy,73
5629,What is 12 * 36?,Medium,432
5630,What is 49 - 17?,Easy,32
5631,What is 64 squared?,Medium,4096
5632,What is 4 * 67?,Hard,268
5633,What is 18 - 73?,Easy,-55
5634,What is the square root of 98?,Hard,Not a perfect square
5635,What is 64 + 27?,Medium,91
5636,What is 78 - 94?,Medium,-16
5637,What is 85 + 2?,Hard,87
5638,What is 87 squared?,Easy,7569
5639,What is the square root of 40?,Easy,Not a perfect square
5640,What is 26 squared?,Medium,676
5641,What is 51 squared?,Medium,2601
5642,What is 71 squared?,Medium,5041
5643,What is the square root of 33?,Medium,Not a perfect square
5644,What is 9 - 68?,Easy,-59
5645,What is 78 + 17?,Medium,95
5646,What is the square root of 36?,Hard,6
5647,What is 95 squared?,Easy,9025
5648,What is 50 squared?,Easy,2500
5649,What is 86 - 99?,Easy,-13
5650,What is 63 * 97?,Easy,6111
5651,What is 88 squared?,Easy,7744
5652,What is 92 + 36?,Easy,128
5653,What is 10 squared?,Hard,100
5654,What is 8 - 62?,Medium,-54
5655,What is 51 - 50?,Hard,1
5656,What is 11 - 7?,Easy,4
5657,What is 85 squared?,Hard,7225
5658,What is 87 * 27?,Hard,2349
5659,What is 9 + 40?,Medium,49
5660,What is 37 + 30?,Hard,67
5661,What is 5 * 22?,Hard,110
5662,What is 58 + 88?,Medium,146
5663,What is 64 + 54?,Medium,118
5664,What is the square root of 92?,Hard,Not a perfect square
5665,What is 26 - 40?,Medium,-14
5666,What is 31 + 95?,Medium,126
5667,What is the square root of 56?,Medium,Not a perfect square
5668,What is the square root of 8?,Easy,Not a perfect square
5669,What is 5 * 11?,Medium,55
5670,What is 68 + 13?,Easy,81
5671,What is 86 - 97?,Easy,-11
5672,What is the square root of 43?,Hard,Not a perfect square
5673,What is 47 - 21?,Hard,26
5674,What is the square root of 26?,Hard,Not a perfect square
5675,What is 55 squared?,Medium,3025
5676,What is 24 * 41?,Medium,984
5677,What is 76 * 51?,Medium,3876
5678,What is 16 - 66?,Hard,-50
5679,What is 16 * 67?,Hard,1072
5680,What is 15 + 67?,Hard,82
5681,What is 13 * 31?,Hard,403
5682,What is 78 squared?,Medium,6084
5683,What is 41 + 19?,Medium,60
5684,What is 41 - 15?,Medium,26
5685,What is 82 - 9?,Easy,73
5686,What is 7 * 30?,Medium,210
5687,What is 28 squared?,Easy,784
5688,What is 25 * 15?,Hard,375
5689,What is 98 * 94?,Hard,9212
5690,What is 58 - 43?,Hard,15
5691,What is 85 * 5?,Medium,425
5692,What is 59 + 63?,Easy,122
5693,What is the square root of 59?,Medium,Not a perfect square
5694,What is 37 squared?,Hard,1369
5695,What is 71 + 91?,Easy,162
5696,What is 41 squared?,Easy,1681
